,link_sp,product_info_id,group_product_name,product_code,product_name,short_description,product_info,specification_backup,non_vat_price_1,vat_price_1,commission_1
38,/opt/upload/kcs//input/mobile_images/2024/2/18/477/ghế massage daikiosan dkgm 10003.png,577869,ghế massage daikiosan,m&egd000213,ghế massage daikiosan dkgm-10003,"ghế massage toàn thân daikiosan dkgm-10003 sử dụng công nghệ ai, massage 3d kết hợp trị liệu đông y rất hoàn hảo để chăm sóc sức khỏe, báo hiếu với người lớn tuổi để giảm stress, đau nhức, mang đến niềm vui cho cả nhà. với thiết kế tinh tế, chất liệu cấu thành đều cao cấp nên siêu phẩm cũng chính là món nội thất cao cấp tô điểm cho không gian nhà thêm sang trọng.","• công nghệ massage 3d massage như tay người. phần lưng ghế massage toàn thân daikiosan dkgm10003 được thiết kế với một tập hợp con lăn di chuyển thông minh theo không gian 3 chiều: dài, rộng, sâu cho bạn trải nghiệm massage 3d chuyên sâu như bàn tay của các chuyên gia massage.

• 6 công nghệ massage chuyên sâu. ghế massage daikiosan dkgm10003 cho phép người dùng tự điều chỉnh và chọn 6 thao tác massage đúng theo nhu cầu mà cơ thể cần: xoa bóp, lăn, đấm, bấm huyệt, vỗ, kết hợp.

• có 6 chương trình massage tự động. bạn chỉ cần ngồi lên ghế massage toàn thân và chọn một trong 6 chương trình massage tự động được lập trình sẵn: chế độ nam giới, chế độ nữ giới, cổ và vai, chế độ hông, chế độ thư giãn, chế độ ngủ theo nhu cầu và sở thích.

• 36 túi khí chuyển động nén nhả liên hồi. túi khí được bố trí khoa học từ đầu đến chân tạo áp lực lên các khu vực mà con lăn không với tới.

• massage nhiệt tại thắt lưng. ghế massage daikiosan dkgm10003 được cải tiến, tích hợp massage nhiệt bằng sợi carbon tại thắt lưng để kích thích máu lưu thông tốt, xua tan mỏi mệt và đau nhức trên cơ thể.

• chế độ massage không trọng lực. zero gravity khi chọn chương trình massage không trọng lực trên ghế massage daikiosan dkgm10003 thì ghế sẽ ngã ra sau, đưa bạn vào trạng thái không trọng lực như các phi hành gia lơ lững khi vào vũ trụ.

• điều khiển tiện lợi, thao tác dễ dàng. sử dụng ghế massage bằng điều khiển remote, hiển thị rõ ràng, dễ thao tác.

• nghe nhạc khi massage thông qua bluetooth. ghế massage daikiosan dkgm10003 hiện đại được trang bị hệ thống loa âm thanh cao cấp kết nối nhanh qua bluetooth giúp quá trình massage hiệu quả và thư giãn hơn.","• công suất: 120w
• kích thước sản phẩm (dài x rộng x cao): 135*76*122cm
• trọng lượng sản phẩm: 85 kg
• ứng dụng công nghệ:-công nghệ massage 3d đỉnh cao-công nghệ thông minh ai 4.0-kết hợp các bài massage đông y
• scan cơ thể: có-để điều chỉnh vị trí massage phù hợp từng người
• chương trình massage: có 6 chương trình massage tự động
• động tác massage: có 6 động tác massage mô phỏng động tác của các chuyên gia massage: xoa bóp-lăn-đấm-bấm huyệt-vỗ-kết hợp
• massage bằng nhiệt sưởi ấm: bằng sợi carbon 1 cấp độ: ở hông
• massage không trọng lực (zero gravity): có-giúp giảm trọng lực tác động lên cơ thể để massage hiệu quả hơn
• con lăn: con lăn bằng silicon điều chỉnh 5 cấp độ từ nhẹ tới mạnh theo nhu cầu của người dùng
• túi khí: túi khí bằng tpu điều chỉnh 5 cường độ từ nhẹ tới mạnh theo nhu cầu người dùng
• dây ray: sl 130cm
• điều khiển:-bảng điều khiển remote sang trọng-bằng giọng nói tiếng việt
• chức năng nghe nhạc: loa nghe nhạc hạng sang, cao cấp thông qua speaker và bluetooth
• chất liệu sản phẩm:-da bằng chất liệu pu chống thủy phân cao cấp-nhựa cao cấp abs + lớp sơn bóng bảo vệ-khung định hình bằng thép không gỉ, phủ lớp chống oxy hóa-bộ vi mạnh điều khiển phủ lớp chống oxy hóa-motor lõi đồng chất lượng cao...
• tải trọng tối đa: 100 kg",25407300,27948030,254073
39,/opt/upload/kcs//input/mobile_images/2024/2/18/432/thiết bị thu phát vô tuyến  ruijie rg-ew1200.png,577854,thiết bị wifi,itwfi000006,thiết bị thu phát vô tuyến ruijie rg-ew1200,"bộ phát sóng wifi ruijie rgew1200 là một bộ định tuyến tiêu dùng không dây băng tần kép 1200m, được thiết kế đặc biệt cho căn hộ, nhà ở tự xây dựng, cửa hàng bán lẻ nhỏ và các trường hợp khác.","• bộ phát sóng wifi ruijie rgew1200 là một bộ định tuyến tiêu dùng không dây băng tần kép 1200m, được thiết kế đặc biệt cho căn hộ, nhà ở tự xây dựng, cửa hàng bán lẻ nhỏ và các trường hợp khác.

• thiết bị sử dụng truy cập tần số kép, ít nhiễu sóng không dây, làm việc với công nghệ reyee mesh độc đáo, nó loại bỏ hoàn toàn những trở ngại về cấu hình và cài đặt do nhiều thiết lập mạng và tiện ích bổ sung thiết bị.

• ứng dụng thân thiện với người dùng, cùng với kiểm soát của phụ huynh. phím tăng tốc trò chơi và các chức năng wifi độc quyền của nhà thông minh.

• bộ định tuyến cung cấp 1 cổng wan 10 / 100mbps và 3 cổng lan 10 / 100mbps, băng thông truy cập tối đa 100mbps. số lượng khách hàng được đề xuất là 48 bao gồm 24 thiết bị đầu cuối không dây.

• thiết bị mạng wifi hỗ trợ cả 2.4ghz và 5ghz và hoạt động đồng thời, cung cấp tốc độ không dây tối đa 300mbps ở 2.4g, 867mbps ở 5g và 1167mbps trên mỗi bộ định tuyến. nó làm giảm nhiễu không dây và độ trễ, do đó cải thiện hiệu suất truy cập internet của thiết bị đầu cuối và trải nghiệm của người dùng.

• ngoài công nghệ reyee mesh, bộ định tuyến còn hỗ trợ triển khai mạng với chính rgew1200 để quản lý cấu hình thống nhất. bất kể phương pháp mạng nào được sử dụng, thuật toán điều chỉnh rf được áp dụng cho hàng triệu ap cấp doanh nghiệp của ruijie có thể cung cấp khả năng chuyển vùng liền mạch giữa các thiết bị và chuyển đổi nhanh chóng giữa 2.4ghz và 5ghz. người dùng có thể di chuyển khắp vùng phủ sóng wifi mà không bị gián đoạn dịch vụ nhờ chuyển vùng liền mạch.

• quản lý cộng tác có thể được ủy quyền cho người khác tạm thời hoặc vĩnh viễn. quản lý và cấu hình cục bộ hoặc từ xa có thể được thực hiện thông qua nhiều phương pháp như web cục bộ, ứng dụng ruijie cloud, v.v. để chẩn đoán và bảo trì lỗi, cung cấp khả năng quản lý đa đầu mối trên điện thoại di động và pc mọi lúc mọi nơi, đồng thời cung cấp khả năng bảo trì không cần lo lắng.","• tốc độ: 1167mbps
• băng tần: 2 băng tần 2.4ghz và 5ghz
• số lượng người dùng truy cập đồng thời: 20+ 1
• cổng: 1 cổng wan 10 / 100mbps và 3 cổng lan 10 / 100mbps
• băng thông truy cập tối đa: 100mbps
• hỗ trợ: dịch vụ ruijie cloud miễn phí; hỗ trợ mesh nhiều bộ wifi với nhau.",423100,465410,4231
40,/opt/upload/kcs//input/mobile_images/2024/1/23/339/nồi chiên không dầu kalite kl-1500 15 lít.jpg,571594,nồi chiên không dầu,m&egd000162,nồi chiên không dầu kalite kl-1500 15 lít,"nồi chiên không dầu kalite kl1500 với công nghệ chiên không dầu rapid air giảm 95% chất béo, giúp bạn có những món ăn chiên nướng chín vàng đều, giòn rụm mà vẫn đảm bảo sức khoẻ","• nồi chiên không dầu kalite kl1500 với công nghệ chiên không dầu rapid air giảm 95% chất béo, giúp bạn có những món ăn chiên nướng chín vàng đều, giòn rụm mà vẫn đảm bảo sức khoẻ. dung tích 15 lít siêu lớn cho bạn thoải mái nướng gà nguyên con mà không cần phải chặt nhỏ.

• nồi chiên không dầu kalite kl1500 với dung tích 15l, công suất 1700w cùng 10 tính năng chuyên sâu được lập trình sẵn, mang đến bạn và gia đình những món ăn chuẩn nhà hàng 5 sao mà không tốn quá nhiều công sức. sản phẩm này xứng đáng là sự lựa chọn hàng đầu trong căn bếp dành cho mọi bà nội trợ việt.

• bộ phận gia nhiệt: nồi chiên không dầu kalite kl 1500 chứa một dây mayso ( dây thanh nhiệt) sử dụng nguồn điện đốt nóng và quạt đối lưu để làm chín đều thực phẩm. phần dây thanh nhiệt của nồi chiên không dầu có thể làm nóng tới 200 độ c.

• nắp nồi: được thiết kế bằng kính trong suốt, chắc chắn song người dùng vẫn có thể tháo rời để vệ sinh và quan sát thực phẩm bên trong.

• khoang chiên: nhiệm vụ của khoang chiên là chứa thực phẩm và các khay chiên độc lập. từ đây, dầu mỡ có thể theo các lỗ nhỏ li ti trên khay chiên chảy xuống khay hứng dầu. 

• vỏ nồi: được làm từ thép không gỉ kết hợp với nhựa pp cao cấp vừa đảm bảo tính chịu nhiệt, chịu lực mà vẫn đem lại thẩm mỹ cao.

• bảng điều khiển: nồi chiên không dầu kalite kl 1500 có thiết kế màn hình cảm ứng hiện đại, sang trọng kết hợp núm xoay cơ tiện dụng, dễ dàng thao tác. với bảng điều khiển này, bạn sẽ dễ dàng chọn 10 chế độ nấu đã được setup sẵn như nướng cá, nướng gà, nướng bánh,… cũng như chế độ giữ ấm hay rã đông.","• thương hiệu: kalite
• dung tích: 15l
• công suất: 1700w
• nhiệt độ: 40-200°c
• chế độ nấu: 10 chế độ
• điện áp: 220-240v, 50-60hz
• cảnh báo an toàn: để nguội 30 phút trước khi vệ sinh
• khối lượng tịnh: 7,2 kg
• kích thước: 330x382x362mm",2681700,2949870,26817
41,/opt/upload/kcs//input/mobile_images/2024/1/23/955/m&egd000219.jpg,571599,máy lọc nước,m&egd000219,mln empire công nghệ 4.0-10 cấp lọc epml036,máy lọc nước công nghệ 4.0-10 cấp lọc epml036 sử dụng công nghệ lọc ro dupont nhập khẩu từ mỹ giúp nước sau lọc đạt chuẩn tinh khiết và giảm thiểu nước thải ~ 40%.,"• vỏ tủ được làm từ khung thép sơn tĩnh điện, khuôn nhựa abs mặt trước ốp kính cường lực sang trọng.

• bên trong máy sử dụng hệ thống 10 cấp lọc. đặc biệt máy lọc nước empire còn được trang bị bình chứa 7 lít bên trong sử dụng được ngay cả khi mất điện.

• máy lọc nước empire công nghệ 4.0 model epml 036 được sản xuất theo theo tiêu chuẩn iso 9001: 2015 và đạt chứng nhận tcvn 11978/bkhcn.

• máy lọc nước công nghệ 4.0 sử dụng công nghệ lọc ro dupont nhập khẩu từ mỹ giúp nước sau lọc đạt chuẩn tinh khiết và giảm thiểu nước thải ~ 40%.

• bổ sung: các lõi lọc tạo khoáng giúp nước ngon, ngọt hơn đặc biệt lõi lọc orp giúp tăng oxi hóa và giải độc tố trong cơ thể chậm lão hóa. đặc biệt lõi lọc orp giúp tăng oxi hóa và giải độc tố trong cơ thể chậm lão hóa.","• thương hiệu: empire
• hệ thống lọc: 10 cấp
• công nghệ lọc: ro dupon nhập khẩu từ mỹ giúp nước sau lọc đạt chuẩn tinh khiết và giảm thiểu nước thải ~ 40%
• công suất lọc: 10-15 lít / giờ
• bổ sung: các lõi lọc tạo khoáng giúp nước ngon, ngọt hơn đặc biệt lõi lọc orp giúp tăng oxi hóa và giải độc tố trong cơ thể chậm lão hóa
• công suất máy lọc: 36w",2979900,3277890,29799
42,/opt/upload/kcs//input/mobile_images/2024/1/23/236/bộ lưu trữ năng lượng mặt trời suntek battery power 12v-35ah cho camera.jpg,571600,đèn năng lượng mặt trời,smdmt000015,bộ lưu trữ năng lượng mặt trời suntek battery power 12v/35ah cho camera,"đèn năng lượng mặt trời cao cấp, hàng chính hãng. bảo hành toàn quốc bởi aiosmart","• bộ lưu trữ năng lượng mặt trời suntek battery power 12v/35ah cho camera là sản phẩm mang tính giải pháp, thường để lắp đặt ngoài trời nhờ tính tiện lợi không cần lắp đặt dây điện, có chỉ số ip chống bụi, chống nước cao.

• không chỉ giải quyết nhu cầu cấp thiết phục vụ an ninh, dân sinh mà còn có giá trị rất lớn trong việc giảm thiểu sử dụng năng lượng hóa thạch, giúp bảo vệ môi trường, chống biến đổi khí hậu.","• công suất: 35.000mah lifepo4(pin lithium sắt phốt phát 32.700)
• sạc năng lượng mặt trời: 30a
• đồng hồ hiển thị dung lượng pin, điện áp pin
• 01 đầu ra 12v/10a dc
• 01 đầu ra 5v/2a
• chất liệu: nhựa
• màu sắc: trắng
• kích thước: 265x185x95mmm (dxrxc)",4153800,4569180,41538
43,/opt/upload/kcs//input/mobile_images/2024/2/18/325/nồi chiên không dầu kalite steam star.png,577856,nồi chiên không dầu,m&egd000168,nồi chiên không dầu kalite steam star 15 lít,"nồi chiên hơi nước kalite steam star là sự kết hợp đột phá công nghệ chiên không dầu rapid air kết hợp hấp siêu nhiệt steam active, giúp bạn chế biến mọi món ăn dinh dưỡng hơn, thơm ngon hơn và tiết kiệm thời gian tối ưu.","• nồi chiên không dầu kalite steam star 15 lít là thiết bị đa năng: chiên nướng không dầu và hấp, thiết kế theo dạng lò nướng, dung tích lớn đến 15 lít, công nghệ làm nóng rapid air steam active, 5 chương trình nấu ăn cài đặt sẵn,... là sản phẩm gia dụng cực kỳ hữu ích giúp bạn chế biến nhiều món chiên, hấp bổ dưỡng cho gia đình.

• đặc điểm nổi bật:
-nhiều chức năng: chiên không dầu, hấp, chiên kết hợp hấp, hỗ trợ người dùng nấu nướng đa dạng món ăn.
-công suất chiên nướng 1635w, công suất hấp 985w giúp chế biến thực phẩm nhanh chín, tiết kiệm thời gian nấu nướng.
-công nghệ làm nóng hiện đại rapid air giúp thực phẩm chín từ trong ra ngoài và đều các mặt, cho ra món ăn thơm ngon như ý muốn.
-nhiệt độ nồi có thể điều chỉnh từ 40-230°c, hẹn giờ từ 0-60 phút, để người dùng thoải mái tùy chỉnh mức nhiệt độ và thời gian phù hợp với từng món ăn.
-dung tích nồi lớn 15 lít, phù hợp với gia đình đông người 10 chế độ chiên nướng đã lập trình sẵn nhiệt độ và thời gian
-có chức năng rã đông thực phẩm và sấy khô hoa quả
-lò trang bị đối lưu giúp nướng thực phẩm chín đều hơn
-giảm mỡ thừa trong thực phẩm hiệu quả, ăn tốt cho sức khỏe
-tích hợp các chức năng của 9 thiết bị nhà bếp
-bảng điều khiển cảm ứng thông minh dễ dàng thao tác sử dụng","• dung tích sử dụng: 15 lít
• điều chỉnh: nhiệt độ từ 40-230°c, thời gian từ 0-60 phút
• phụ kiện chính:-cọ quét dầu-găng tay-khay lưới-khay nướng-khay tròn-móc-vỉ nướng
• chất liệu nồi:-khoang lò bằng inox 304-vỏ bằng thép không gỉ phủ sơn tĩnh điện và nhựa pp
• công nghệ: rapid air-steam active
• công suất: chiên 1635w-hấp 985w
• chức năng nấu: chiên, nướng, hấp thực phẩm
• bảng điều khiển: cảm ứng có màn hình hiển thị
• tiện ích:-5 chương trình nấu ăn cài đặt sẵn-nắp kính trong suốt, quan sát được quá trình nấu-quạt đối lưu-đèn trong khoang lò",3082200,3390420,30822
44,/opt/upload/kcs//input/mobile_images/2024/1/23/525/bàn ủi hơi nước philips gc1740-20.jpg,571578,bàn là,m&egd000254,bàn ủi hơi nước philips gc1740/20 2000w,"bàn ủi hơi nước philips thiết kế đơn giản, đẹp mắt, kích cỡ gọn nhẹ, sử dụng ủi đồ tiện lợi trong mọi hoàn cảnh.","• bàn ủi hơi nước philips thiết kế đơn giản, đẹp mắt, kích cỡ gọn nhẹ, sử dụng ủi đồ tiện lợi trong mọi hoàn cảnh.

• hoạt động với công suất 1700-2000w cho khả năng làm nóng mặt đế nhanh, ủi thẳng đồ mau, tiết kiệm điện năng gia đình.

• khoang chứa nước có dung tích 220 ml, chứa đủ nước đáp ứng nhu cầu ủi trong 1 lần của các gia đình thông thường.

• bàn ủi hơi nước có chức năng ủi khô, ủi hơi nước (gồm phun tia, phun hơi tăng cường) tiện dụng. cho người dùng tùy chọn chức năng linh hoạt với nút nhấn và cần gạt, đáp ứng nhu cầu ủi tối đa.

• bàn ủi phun hơi nước liên tục đạt 25 g/phút, làm mềm mặt vải dễ dàng, ủi thẳng các nếp nhăn nhanh hơn. mặt đế bàn ủi phủ chống dính bóng sáng, bền bỉ, lướt êm ái trên mọi mặt vải, dễ vệ sinh.

• chức năng xả cặn loại bỏ cặn bẩn bên trong bình chứa, cho hơi nước phun ra trong sạch hơn chức năng chống nhỏ giọt ngăn nước rò rỉ khi ủi đồ ở nhiệt độ thấp.

• bàn ủi philips an toàn khi sử dụng với tính năng tự ngắt điện khi quá nhiệt, hạn chế tối đa các trường hợp cháy nổ, chập điện.

• chuôi dây điện xoay 360 độ không lo vướng víu, xoắn dây.","• màu sắc: xanh dương nhạt
• loại bàn ủi: hơi nước
• chiều dài dây dẫn: 1.9m
• chất liệu đế: chống dính
• công suất: 2000w
• dung tích bình nước: 220 ml
• tự làm sạch: tự làm sạch-chống đóng cặn
• điều chỉnh hơi nước: ủi khô, ủi hơi nước, phun tia, phun hơi tăng cường
• khối lượng sản phẩm (kg): 1.01 kg
• kích thước sản phẩm: 290 x 156 x 129 mm",463300,509630,4633
45,/opt/upload/kcs//input/mobile_images/2024/1/23/992/robot hút bụi neato botvac connected d401 đen.jpg,571596,robot hút bụi,smsmh000017,robot hút bụi neato botvac connected d401 đen,"robot hút bụi có thể làm sạch mọi ngóc ngách trong ngôi nhà bạn, bao gồm các vị trí thấp như gầm tủ, kệ, bàn hay ghế sofa... sử dụng thiết bị thích hợp cho các không gian sống hiện đại, văn phòng làm việc, chung cư, sảnh nhà hàng, khách sạn…","• robot hút bụi neato botvac có thể làm sạch mọi ngóc ngách trong ngôi nhà bạn, bao gồm các vị trí thấp như gầm tủ, kệ, bàn hay ghế sofa... sử dụng thiết bị thích hợp cho các không gian sống hiện đại, văn phòng làm việc, chung cư, sảnh nhà hàng, khách sạn…

• kết hợp công nghệ làm sạch spinflow power clean với 2 sức hút mạnh mẽ 1200-1600 pa giúp lọc sạch bụi bẩn, giữ không gian nhà luôn thông thoáng, trong lành. lưu được 1 bản đồ giúp dọn dẹp nhà cửa thuận tiện.

• robot sử dụng bộ lọc hepa có thể loại bỏ phần lớn các hạt phấn hoa, bào tử nấm, khói, lông thú vật, vi khuẩn và các tác nhân gây dị ứng, hen suyễn và bệnh hô hấp trong không khí, bảo vệ an toàn sức khỏe cho cả gia đình.

• máy hoạt động với độ vừa phải 78 db không gây ảnh hưởng nhiều đến thính giác. dung tích hộp chứa bụi lớn 0.7 lít có thể tháo lắp dễ dàng, giúp người dùng vệ sinh 1 cách nhanh chóng.

• với dung lượng pin 2100mah, robot có thể hoạt động làm sạch toàn bộ ngôi nhà. người dùng sẽ không phải canh sạc, đảm bảo thiết bị hoạt động hiệu quả theo chế độ đã lập trình.","• hộp bụi: 700 ml
• công suất hoạt động: 38w
• công suất hút: 1200-1600 pa
• độ ồn cao nhất: 78 db
• bộ lọc: bộ lọc hepa
• phiên bản: quốc tế
• dung lượng pin: 2100 mah
• thời gian sử dụng: sạc khoảng 2-3 giờ, dùng khoảng 75 phút
• kích thước, khối lượng: ngang 33 cm-cao 10 cm-sâu 32 cm-3.4 kg
• công nghệ: + công nghệ spinflow power clean + công nghệ sạc nhanh quick boost
• tiện ích: + tường ảo thông minh neato no-go line + điều hướng thông minh nhờ công nghệ smartlasertm + cảm biến chống rơi, chống va chạm + điều khiển qua kết nối trên điện thoại thông minh + lưu được 1 bản đồ + tự quay về đế/trạm sạc + tính năng tường ảo + hẹn giờ",7699800,8469780,76998
46,/opt/upload/kcs//input/mobile_images/2024/1/23/239/máy xay sinh tố philips hr2041-10 450w.jpg,571579,máy xay,m&egd000253,máy xay sinh tố philips hr2041/10 450w,"máy xay sinh tố philips hr2041/10 thiết kế nhã nhặn, kiểu dáng hiện đại, công suất lớn cùng công nghệ problend hỗ trợ xay đá viên tiện lợi, đáp ứng tốt nhu cầu sử dụng cá nhân hoặc gia đình.","• máy xay sinh tố philips hr2041/10 thiết kế độc đáo, hiện đại, màu sắc nhã nhặn, xay được nhiều loại thực phẩm khác nhau, đáp ứng nhu cầu cơ bản của cá nhân hoặc gia đình.

• sản phẩm này gồm 2 cối bằng nhựa kháng vỡ an toàn, dễ vệ sinh, có thể rửa trong máy rửa chén: cối lớn 1 lít xay sinh tố, rau củ, đá nhỏ,... cối nhỏ xay hạt, gia vị,... 

• máy được trang bị công nghệ problend đảm bảo xay nhuyễn mịn nhanh chóng, không vón cục, đặc biệt phù hợp xay đá viên. vận hành với mức công suất tối đa 450w cùng 2 lưỡi dao 4 cánh bằng thép không gỉ cho riêng từng cối.

• máy xay sinh tố 1 tốc độ và 1 nút nhồi tiện trộn nguyên liệu, chống tắc nghẽn. điều khiển nút xoay dễ dàng tùy chỉnh. cối xay có thể rửa trong máy rửa chén. dễ dàng xay đá viên nhờ công nghệ problend. tự ngắt khi quá tải đảm bảo an toàn nguồn điện và thiết bị. chân đế chống trượt hạn chế rung lắc khi đang sử dụng.","• model: hr2041/10
• màu sắc: trắng
• loại máy xay sinh tố: máy xay đa năng
• công suất: 450w
• dung tích sử dụng cối lớn: 1 lít
• chất liệu cối: nhựa kháng vỡ
• số lượng cối: 2 cối
• chức năng: xay gia vị, xay hạt, xay rau củ, xay sinh tố, xay đá nhỏ
• chất liệu lưỡi xay: lưỡi dao xay 4 cánh với công nghệ problend
• tốc độ: 1 tốc độ
• xay nhồi: 1 chế độ xay và 1 chế độ nhồi
• khóa an toàn: tự ngắt khi quá tải
• đế chống trượt: có
• phụ kiện: 1 cối xay đồ khô, hạt, ngũ cốc
• khối lượng sản phẩm (kg): 2.3 kg
• kích thước sản phẩm: 375 x 160 x 180 mm",567900,624690,5679
47,/opt/upload/kcs//input/mobile_images/2024/1/23/275/robot hút bụi lau nhà ecovacs deebot x1 omni-xám.jpg,571597,robot hút bụi,smrbt000001,robot hút bụi lau nhà ecovacs deebot x1 omni-xám,"ecovacs deebot x1 omni với cấu tạo gồm trạm omini và robot hút bụi lau nhà di chuyển linh hoạt. trạm omini vừa là trạm sạc điện cho robot, vừa là trạm xả rác, giặt giẻ, sấy khô giẻ. 

thiết kế của sản phẩm với 2 màu chính là đen và xám bạc vô cùng trang nhã, tinh tế và sang trọng. đặt ecovacs deebot x1 omni bất kỳ nơi nào trong phòng đều đảm bảo đẹp mắt, bạn cũng có thể sử dụng nó như một sản phẩm trang trí. và thiết kế trạm sạc omni đã dành được giải thưởng thiết kệ tại ces2022.","• ecovacs deebot x1 omni với cấu tạo gồm trạm omini và robot hút bụi lau nhà di chuyển linh hoạt. trạm omini vừa là trạm sạc điện cho robot, vừa là trạm xả rác, giặt giẻ, sấy khô giẻ.

• thiết kế của sản phẩm với 2 màu chính là đen và xám bạc vô cùng trang nhã, tinh tế và sang trọng. đặt ecovacs deebot x1 omni bất kỳ nơi nào trong phòng đều đảm bảo đẹp mắt, bạn cũng có thể sử dụng nó như một sản phẩm trang trí. và thiết kế trạm sạc omni đã dành được giải thưởng thiết kệ tại ces2022.

• trạm omni được tích hợp chức năng sạc điện – xả rác – giặt rẻ sấy rẻ. giống như một bình chứa tổng hợp, omni có một bình chứa bụi, một bình chứa nước thải và một bình chứa nước sạch.

• dung tích các bình chứa khá lớn, nên không cần thường xuyên vứt rác hay thay nước. dock sạc trở thành một sản phẩm toàn diện vượt trội so với các sản phẩm thông thường với chức năng sạc tự động, giặt khăn, sấy khô khăn và thùng rác lưu trữ tự động.

• toàn bộ quá trình đều được tự động hóa, không cần can thiệp thủ công. sử dụng aivi 3d thế hệ mới, robot hút bụi lau nhà ecovacs deebot x1 omni tích hợp giữa công nghệ trí tuệ nhân tạo ai và camera rgb để phát hiện vật cản. theo những nghiên cứu được đưa ra, robot có thể nhận diện và xử lý tránh các vật cản này với tốc độ nhanh gấp 16 lần các sản phẩm khác. sản phẩm đã nhận diện được 18 loại đồ vật thường dùng khác nhau.

• với công nghệ ai, robot có thể học tập và tự cập nhật các đồ vật trong nhà để tránh va chạm. deebot x1 omni có thể tối ưu được cung đường di chuyển, lưu bản đồ trong bộ nhớ và định hướng đường đi nhanh chóng. người dùng cũng có thể giám sát, đàm thoại, điều khiển thông qua giọng nói hay qua app điện thoại từ xa.

• dock sạc cũng như một hệ thống khử trùng thu nhỏ với tỷ lệ khử trùng lên đến 99,9%. lực hút của robot cực mạnh mẽ, lên đến 5000pa giúp hút sạch mọi bụi bẩn cứng đầu. công nghệ tự động xoay ozmo turbo 2.0: công nghệ xoay 180 vòng/ phút với thiết kế hai chổi lau, tạo áp lực làm sạch những vết bẩn cứng đầu.","• pin/dung lượng: lithium 14.8v-dc/5200mah
• điện áp sử dụng: 100-240v
• thời gian hoạt động: 120′ – 180′
• khả năng vượt vật cản tối đa: 2cm
• kích thước (dài, rộng, cao :cm): 35 x 35 x 9.3
• kí hiệu dock sạc – điện áp: ch1630a – 14.8v
• thời gian sạc pin: 5h
• trọng lượng: 5,2kg
• tiếng ồn khi hoạt động (dba) <100db
• công suất/ lực hút: 5000pa
• điều chỉnh độ ẩm: có
• dung tích hộp chứa bụi: 380ml
• dung tích ngăn đựng nước: 200ml
• hệ thống điều hướng aivi 3d
• công nghệ thiết lập bản đồ truemapping 2.0
• chức năng làm sạch: quét hút + lau + tự giặt khăn lau
• diện tích căn hộ phù hợp <200m2/ nhà nhiều tầng
• cảm biến chống va chạm: có
• hẹn giờ chạy tự động: có + hẹn giờ theo khu vực
• hiển thị bản đồ 3d: có
• thông báo bằng giọng nói: có
• trợ lý giọng nói yiko: có
• nâng cấp phần mềm ota: có",20640800,22704880,206408
